,business_id,name,address,city,postal_code,latitude,longitude,stars,tips,cusines
18250,R30Gf658ZI5P7ZqfD5MjBA,The Burrito Box,SW 3rd Ave & SW Washington St,Portland,97204,45.5195931,-122.6747973,4.0,,Mexican
18271,GbP9HkEitRnxoFTRaXiIYQ,Tabla Pasta e Vino,200 NE 28th Ave,Portland,97232,45.5244618,-122.6370351,4.0,,Mediterranean
18273,KRBacesx8MwMS0zpY-X6Rg,La Jarocha,210 SW 4th Ave,Portland,97204,45.521629,-122.6745784,4.5,Great food!,Mexican
18291,W2he3VHsYWgYAyDDE1pGww,Macadam's Bar and Grill,5833 SW Macadam Ave,Portland,97239,45.481281,-122.67363,3.5,,American (Traditional)
18305,qHJR9ZS-Ahj76d0n8H5T_g,Ivy's Pho & Grill,15630 Boones Ferry Rd,Lake Oswego,97035,45.4126295,-122.7164785,4.0,"Best Pho in Lake Oswego, I think.",Vietnamese
18342,WOwbHRuMOFZPk-cUS0pUwQ,Tacos Chavez,5222 SE Foster Rd,Portland,97206,45.495104,-122.6083634,3.5,,Mexican
18345,Zt0PvIx2yQiP42rcQDcSOA,El Nopalito,935 SE Cesar E Chavez Blvd,Portland,97214,45.5159046908,-122.6233748541,4.5,The guy was rude very rude. No no and no no no no. Garbage no creas tanto güey,Mexican
18387,oS9IjpMGGQ8Hh5FCUO_pdw,Cafe Voila,3271 NW 29th Ave,Portland,97210,45.5457272,-122.7114586,3.5,Nope.,American (New)
18433,fXJpgVtl3ygwEUSH40qw_g,Kung POW!,500 NW 21st Ave,Portland,97209,45.5264929,-122.6942686,3.5,Vegan and gluten-free options are clearly marked on the menu.,Chinese
18440,tMh7fr3h-KInKoeXdrXI9Q,Portland Teriyaki,12427 NE Glisan St,Portland,97230,45.5269463,-122.5352802,4.0,"This was great teriyaki 
I ordered thru Uber eats and it was really great",Japanese
18463,4FNrBgyXwc0M9JCotw0tvw,Eat Street Food Of World,3486 SW Cedar Hills Blvd,Beaverton,97005,45.4946215568,-122.8089232393,4.0,,Chinese
18509,wWMIeyHVCVOOx3NDwpoynQ,Greek Cusina,404 SW Washington St,Portland,97204,45.5199473,-122.6761915,2.5,,Mediterranean
18609,IvSxLP2cTL9vpMqdsfrORQ,Joe's Burgers,540 SW College St,Portland,97201,45.5094808285,-122.6831853471,3.5,Happy hour burger included the fries were yummy and filling. I loved it.,American (Traditional)
18672,63PrCfBDcRpBf4MT-6_gQQ,Hat Yai,1605 NE Killingsworth St,Portland,97211,45.562862,-122.648838,4.5,We had the hat yai for 2. It was delicious. Their whole set up for covid is great!,Thai
18692,PLnwIDlMpDDOCVto53YSlg,The Basil Bar,3135 NE Broadway St,Portland,97232,45.5353057,-122.6334496,4.0,,Thai
18721,G8WGCz7BLKcYNDqyy245kw,Black Seed Burger Cult,3746 N Mississippi Ave,Portland,97227,45.550189,-122.675383,4.5,The sherif boomer is SO yummy! I picked the right burger to start eating meat again,American (Traditional)
18731,DwcvHr4TmV-XANh9xp6V7w,Kings Omelets Restaurant,10711 NE Halsey St,Portland,97220,45.5337169,-122.5527792,3.5,"Great food, waitress there was very nice!",American (Traditional)
18734,kiF_8eWLk10KUPSFB001XA,Next Level Burger,11 S State St,Lake Oswego,97034,45.4159906953,-122.6621839572,4.0,Always dope,American (New)
18827,JeFJRHjqmfsjcVSOTMQtzw,Boca Grande,2707 NE Sandy Blvd,Portland,97232,45.5290023,-122.6380772,5.0,,American (Traditional)
18846,ct2eZZCFntys-d7DJkDidA,Star Sushi,2800 SW Cedar Hills Blvd,Beaverton,97005,45.4995777,-122.8057341,2.0,,Japanese
18856,gx3GrhYlFR5-fseUoPa2eQ,Corazón,1205 SW Washington St,Portland,97205,45.5221055518,-122.6837218316,3.0,,Mexican
18865,dvFVIaBIfXlUgMjVEj7mvw,University Grill,6300 N Lombard St,Portland,97203,45.585189,-122.7316456,2.5,,American (New)
18866,mwUvS1KuiYEvjbpT7rTetA,CHAR' Latin Grill,3336 SE Belmont St,Portland,97214,45.5162222,-122.6301057,4.0,Super yummy!,Mexican
18894,S_0OBM0DjZrVqe3bvrHAZQ,Sandoval's Mexican Grill,7000 NE Airport Way,Portland,97218,45.5895218872,-122.5980475115,3.0,,Mexican
18909,JFb-vav4GrFFLn0GUJGMOw,Beast,5425 NE 30th Ave,Portland,97211,45.5624022,-122.6350956,4.0,"Painfully slow service. Great food, but it doesn't need to take 2.5 hours.",American (New)
18968,ivYKnL4zRzklyPq3Hl6vhw,Holman's Restaurant,15 SE 28th Ave,Portland,97214,45.5225794,-122.637487,3.5,Park in lot between Holman's and the Blue Goose or on the street. Do NOT park in any private lot that posts signs that say they will tow your car. They will. They did. Almost $400 for my friend to get car back and hours of hassle.,American (Traditional)
18986,9hz5Il6RRyGBW7FcwdZtaQ,The Boiling Bowl,103 NW 21st St,Portland,97209,45.5238355,-122.6945109,4.0,Awesome Pho!,Vietnamese
19018,qj4UA-sQNrAvFP8zTS1qww,Pho Ngon,"2850 SE 82nd Ave, Ste 2",Portland,97266,45.5017324,-122.5774351,3.0,,Vietnamese
19021,Y0wkdP_XFyW6XTjoKodfDw,Yummy  Seafood Restaurant,2745 SE 82nd Ave,Portland,97266,45.5023667,-122.579078,3.0,,Chinese
19107,jKtRxHnd068_ZzVC9aOayA,Taco Time,5009 SE Powell Blvd,Portland,97206,45.4978001,-122.6110754,2.5,,Mexican
19113,FZgiACZGMIweB8aNn49HZg,Pok Pok Wing,7105 NE Airport Way,Portland,97230,45.5887751,-122.5907985,4.0,,Thai
19160,qZ_6ug_LNpZ3wvBFm9xRIA,Tuk Tuk,4239 NE Fremont St,Portland,97213,45.5484494,-122.6195765,3.5,,Thai
19186,o4-dQxmS8qxiYlLy8QPIew,Tai Sho Ken Ramen,3486 SW Cedar Hills Blvd,Beaverton,97005,45.4946254,-122.8098553,3.0,,Japanese
19191,RzPNvu3s_jY8HI004bp2VQ,Mucho Amigo Taqueria,8525 NE Fremont St,Portland,97220,45.548406,-122.575896,4.0,,Mexican
19238,GGv9sw09ZULDher5Zh2wxw,El jalisco 2,1040 NW Murray Rd,Portland,97229,45.5270209,-122.8132054,5.0,Pastor tacos are insaaaaaaaannnnneeee,Mexican
19245,Lyt4Xk5mMrRwSibxA01s6A,Super Gyro,1533 NE Alberta St,Portland,97211,45.5592396,-122.6489322,3.0,,Mediterranean
19288,xxpKvaWBdsn0dxoP_QH0aw,El Sol De Mexico 2,15963 SW 72nd Ave,Portland,97224,45.4053121,-122.7491437,4.0,always gas,Mexican
19412,6JR1WSASN2Ou5eLsA12FGA,Mextiza,2103 N Killingsworth St,Portland,97217,45.5627229,-122.6887519,3.5,,Mexican
19421,EXNpeqTQUjSap5UT43o4vA,Small Pharoah's,4233 N Mississippi Ave,Portland,97217,45.5543731,-122.67580770000001,3.5,,Mediterranean
19502,zkGmrEHkgmODkAOvLf6FXw,Pita Pit,18033 NW Evergreen Pkwy,Beaverton,97006,45.536265,-122.8616695,3.0,Shut down because of Covid-19,Mediterranean
19519,1jEaGRvGhdQ2sSdo5Ngg2A,Andale Andale PDX,10114 SE Division St,Portland,97266,45.5038666,-122.559273,4.5,,Mexican
19546,6H8fHF3rQrGGkNubziSNKg,Aviary,1733 NE Alberta St,Portland,97211,45.5593661,-122.6471939,4.0,Foie Gras hum bao!,American (New)
19563,miBTLGUkQfbwj5rwxGAtrA,Columbia Grill & Bar,8235 NE Airport Way,Portland,97218,45.582913,-122.575733,3.5,,American (Traditional)
19654,yCbNPePPkxu-fOqDdG8fAw,Umi Sushi,914 NE Broadway,Portland,97232,45.5348851,-122.6561648,3.5,,Japanese
19657,YlOmLwEpA9Cr9HxPoT5Qug,Chalino,25 North Fremont St,Portland,97227,45.5482716,-122.667112,4.0,,Mexican
19722,-TunFTumtPviQOyUDsoY-Q,Tres Reyes,620 SE 181st Ave,Portland,97233,45.5182436,-122.4764624,4.5,,Mexican
19747,iTDV8qSUaxpQa6PhfrwBoA,Paadee,6 SE 28th Ave,Portland,97214,45.522746,-122.637124,4.0,It was delicious. I got the crispy duck. My server Tim was awesome.,American (New)
19764,KKse6jcHdgEcjyRVfWaT4A,Asabache Mexican Restaurant,13815 SW Pacific Hwy,Portland,97223,45.4201441,-122.7866152,3.5,,Mexican
19824,xkbooDPyfsfLI1Gm5n-cNw,Thai Seasons,5824 NE Sandy Blvd,Portland,97213,45.54272,-122.6030092,4.5,Great Thai food and service ...will be coming back for more!,Thai
19846,QE2Rukl79KSwejyBv2ZshQ,Las Palomas Taqueria,13036 SE Stark St,Portland,97233,45.5186333,-122.5292287,4.5,very good chicken kids quesadilla 10/10,Mexican
19898,kX8ztSwBc7iyf2PqQ-E0mQ,Los Andes Restaurant,7100 SW Hampton St,Tigard,97223,45.4273467,-122.750714,4.5,,American (New)
19959,_WbZb29KIzsUZ0bzU19JoA,El Tapatio Restaurant,15192 SE McLoughlin Blvd,Portland,97267,45.413319,-122.628874,3.5,,Mexican
19967,7NnvuR0CFVfFaLo-Kc1H6A,Pho Oregon,6236 NE Sandy Blvd,Portland,97213,45.544373,-122.5985723,3.5,,Vietnamese
20010,60Wlbf6jdEGzRsDKv5xDKQ,Red Curry,10053 SW Nimbus Ave,Beaverton,97008,45.4471886,-122.791191,4.0,Average food. Not the nicest service.,Thai
20013,fNCrWwMj1AEq5UYHPpCBxg,Shoten Japanese Dining,"16165 SW Regatta Ln, Ste 500",Beaverton,97006,45.517662562699996,-122.8434056577,4.0,Salmon was fresh and the amount was proper.,Japanese
20085,6H846FiRBAjl-EapXkx3Sw,Casey's,412 SW 4th Ave,Portland,97204,45.5202,-122.6754058,3.5,,American (Traditional)
20113,FGi6XF5FVb4dhVMk74fmOg,Kimura Toast Bar,3808 N Williams Ave,Portland,97227,45.550313,-122.666388,4.5,,Japanese
20169,jPzZkfLB06MRbXGTQTjPhQ,Bergerac,5520 SE Woodstock Blvd,Portland,97206,45.4789671,-122.6063464,4.5,Outstanding,Mediterranean
20224,pp0kpgkPFr8JlHk_6UkyCg,Gyro House Mediterranean Grill,8140 SE Cora St,Portland,97206,45.4911104,-122.5790931,4.0,Good portions for a fair price.,Mediterranean
20253,Py5CqwH3oIZ1XOlOWheqMA,Mio Sushi,2271 NW Johnson St,Portland,97210,45.5285177,-122.6981047,4.0,Delicious! You get so much food with the lunch combos!,Japanese
20262,lnZdisH-yJsc0OptfkLsoA,Please Louise,1505 NW 21st Ave,Portland,97210,45.533609,-122.695004,4.5,"Don't do delivery. They use a third party partner (Seamless, Grub Hub, etc.) and the communication seems to be poor. My order came almost an hour late and cold to which the driver asked if I have an oven to heat it up. When I called PL to discuss my concerns, I got a mouthful from Liz as to how they had the pizza hot and ready to go, but the delivery service was late. Well, if they knew it was going to be late, couldn't they have given me a call / text / email to give me a heads-up?",American (New)
20326,SVp3I8ChA1_gL6o2I8BqAw,Urban Green,927 NW 14th Ave,Portland,97209,45.5298341,-122.6855591,4.0,,Mediterranean
20329,Mbps8VqTbeElI7LIwKOxQg,Hiroshi,926 NW 10th Ave,Portland,97209,45.5297657,-122.6812386,4.0,,Japanese
20335,TNxDPsX5PQmYIfw-1ChJiA,Our Daily Bread,8680 N Ivanhoe St,Portland,97203,45.5895186,-122.7561535,3.0,,American (Traditional)
20362,AZBL4ZwWyUjqmC1wAjWSNA,Lucky Bite 小幸運,1967 SW 4th Ave,Portland,97201,45.5089768169,-122.6814548397,4.0,,Chinese
20396,zAckiVRDbQCq9qRRKqY2jA,Los Gorditos II,SE 8th Ave and SE Ankeny St,Portland,97214,45.5222071,-122.6576772,4.5,,Mexican
20428,CLYNQaqhxfQUzSPvsTrrsQ,Rose's Restaurant and Bakery,7000 NE Airport Way,Portland,97218,45.590836584,-122.5942426516,3.0,,American (Traditional)
20476,diEVZXRsK8QgtO9Ad2cnBw,Chaopraya,8202 SE Flavel St,Portland,97266,45.468509,-122.57854,3.0,,Thai
20483,RgtHHCO5734yNDM0N9h22Q,La Sirenita 2,8029 SE 17th Ave,Portland,97202,45.4652644,-122.647206,3.5,,Mexican
20514,wJIORd1RbfPgs4qGWG5oFw,Eastmoreland Golf Course Bar and Grill,2425 SE Bybee Blvd,Portland,97202,45.4751215,-122.639285,3.0,,American (Traditional)
20540,k0oNK94bEEbJP_SkQB0n3Q,The Honey Pot Bakery,4220 N Mississippi Ave,Portland,97217,45.5540687,-122.6754955,4.5,,American (Traditional)
20541,glUBeKD5ZfkVJEfWD4qztg,Rua,820 NE 27th Ave,Portland,97232,45.5288303,-122.6383292,4.0,,Vietnamese
20624,G55xZcRgCw-V5hZ6bJVDFA,Teppanyaki Hut - Cartlandia,8145 SE 82nd Ave,Portland,97266,45.4636499998,-122.5795899332,4.0,Had it for the 1st time a couple days ago. Delicious and reasonably priced.,Japanese
20639,B6HEnXF_SJCswAEV0oY0jQ,Popeyes Louisiana Kitchen,3120 NE Mlk Blvd,Portland,97212,45.5457704,-122.661325,3.5,This is the ONLY Popeyes location that matters in Portland. Been going here for decades (even when living in Parkrose) and I've rarely had issues and the chicken is consistently delicious.,American (Traditional)
20664,OAks6mBIfKJCYbTGoP6egg,China Wok,"6033 NE Win Sivers Dr, Ste D",Portland,97220,45.566803,-122.5384469,3.0,A simple spot tucked away not far from pdx.. shares the lot with a quick stop convenience store ..an herbary as well as a sports bar.. give it a shot see what you think.. portions are extremely small for the price.. they mix good ingredients with sub par ingredients...throws the palate off.. a little disappointing!,Chinese
20670,wMaPZ00lWww8unQ0zH9RtQ,Thai Pasta Cart,SW 4th Ave & College St,Portland,97201,45.5095977758,-122.6816071306,4.0,,Thai
20672,tC7IMAHFMYY-JmKs2E2dYw,RingSide Fish House,838 SW Park Ave,Portland,97205,45.5186119,-122.6810259,4.0,,American (Traditional)
20677,QjgPNwyrRGvz_YrAX92eiQ,Tacos el Guero,,Portland,97255,45.5559558,-122.6002587698,4.0,Best taco in Portland,Mexican
20698,zugu5Y9MeSAZ_1k1RfXMwQ,Ichi Teriyaki 23,16255 SE Division St,Portland,97236,45.504891,-122.495315,3.5,Good food. Good price.,Chinese
20702,lqf0w_FUDAhxn3gCsJYwlQ,Victorico’s Mexican Food,6933 N Lombard St,Portland,97203,45.5873019,-122.7391003,3.5,Great burritos!,Mexican
20731,mh8K5uLuMb9tHxZwdk0qdA,Pepper Tree Thai Cuisine,6555 SW Beaverton Hillsdale Hwy,Portland,97225,45.487632,-122.744308,3.5,,Thai
20749,0g4Z4RYwXLUiFkjdqkpq0w,Thai Food Cafe,833 N Killingsworth Ave,Portland,97217,45.5627734051,-122.6757185555,4.0,,Thai
20751,ZKDiesLsLf2e5tyQkrjtTA,Bangkok Corner,7113 SW MacAdam Ave,Portland,97219,45.4726131,-122.6715281,3.5,,Thai
20760,U-cbcBJR-j7Z0m_DT8zEGw,El Tapatio Restaurant,2627 SE 82nd Ave,Portland,97266,45.503847,-122.579053,3.5,There food is so authentic and delicious. Love their mole Enchiladas,Mexican
20916,qpX_XmCHE4gn3rAovJxkPg,Siam Thai,18395 NW West Union Rd,Portland,97229,45.5580464,-122.8658816,4.0,Excellent food and menu. Always enjoyed by all.,Thai
21011,BjkeS6ehvFW_Lech_sYDng,Francisco Taqueria,SW 3rd Ave,Portland,97204,45.5176974,-122.67582,4.0,,Mexican
21155,qda4Toxsgn7kf2t9Dfmqtw,Black Cat Cantina,18901 E Burnside,Portland,97233,45.520295,-122.468844,4.0,,Mexican
21214,cYJ7kq234bJ9WeFNFTpWSQ,Tom Yum Thai Cusine,"4309 SE Woodstock Blvd, Ste 140",Portland,97206,45.4794515,-122.6182034,4.0,Delicious and a great price. When allowed to dine inside again the decor is great,Thai
21222,BMHRmB0LGzKEAmry6UmVOA,Farmhouse Kitchen Thai Cuisine,3354 SE Hawthorne Blvd,Portland,97214,45.5118627,-122.62983453,4.5,Always great!,Thai
21315,NpvgdYnRr469064wYLyCbw,Little Taco & Tequila,215 NW 3rd Ave,Portland,97209,45.5248757,-122.6737047,4.0,Good tacos and lovely service! I haven't tried much else but I am sure it's good!,Mexican
21329,P8plsFiw1_Cfq4B4u_n0mg,Wai Kong Asian Bistro,620 SE 122nd Ave,Portland,97233,45.517811,-122.537238,4.0,,Chinese
21397,ndYt6SjKra2kVJyosfASAg,Koji Osakaya,10100 SW Barbur Blvd,Portland,97253,45.452186,-122.723421,3.5,,Japanese
21513,8zZBUj0imBvDsidZ5Ob8Pg,Boke Bowl - West,1200 NW 18th Ave,Portland,97209,45.531514,-122.689331,3.0,"......
.
.
.
.
.
.good food",Japanese
21524,x2-ilLa-LBl0UAugzvfVvA,Scratch,149 A Ave,Lake Oswego,97034,45.419677,-122.6651286,4.5,,American (New)
21536,cLy0o3hkg9wwBqs7516cBw,Sunisa Thai,6852 NE Sandy Blvd,Portland,97213,45.5468038699,-122.5924068689,4.0,,Thai
21637,LliSVNk9SxfN47-QDNitnA,Biscuits Cafe,5137 Ne Sandy Blvd,Portland,97213,45.5402696,-122.6101584,4.0,,American (Traditional)
21749,kEuZOVE3QO-O3mOFZwzkpw,Le Vieux,1937 NW 23rd Pl,Portland,97210,45.5367057426,-122.7000200047,4.5,,American (New)
21803,-99rAyLj7X3iRbwyPvT1CA,Mashita Teriyaki,1612 NE 6th Ave,Portland,97232,45.5345722,-122.6592636,3.5,Check the board behind the counter for daily specials.,Japanese
21828,iceEnRLQCQMJwC_lcfoEsg,HomeTown Buffet,13500 SW Pacific Hwy,Tigard,97223,45.4224557,-122.7836362,2.5,,American (New)
21959,1JxwixXs3y4A-UwIP8i-AQ,San Felipe Taqueria,6221 SE Milwaukie Ave,Portland,97255,45.4774833,-122.6493962,3.0,,Mexican
21978,fc1xRUAEb5ULRV_KGxQYqw,La Morenita Ricos Tacos,18565 SW Tualatin Valley Hwy,Beaverton,97006,45.4948398,-122.8680014,4.0,,Mexican
21984,CLcP_yRrnjkCzQd2mVKE8A,Asian Garden,14280 SW Allen Blvd,Beaverton,97005,45.4761862,-122.8238882,2.0,,American (Traditional)
22002,WytdX0Qxe_w0IeeHx7A69A,Casa Colima,6319 SW Capitol Hwy,Portland,97239,45.4786658,-122.6949688,4.0,,Mexican
22015,Ro35BZZpDcf92BOKvkhoag,Buathong Thai Cuisine,17032 SE McLoughlin Blvd,Portland,97267,45.4006226,-122.6194351,4.5,Some of the best Thai in town.,Thai
22090,2JY3D3I6LLDBzKZttP33Xg,Garden Bar by Evergreens,1061 NE 9th Ave,Portland,97232,45.5304832,-122.6570109,4.0,Nice fast service. Good selection.,American (New)
22137,8wpeI9v4Hw4MlaZqmXkzyw,Misohapi Restaurant,1123 NW 23rd Ave,Portland,97210,45.5310297,-122.6989087,3.5,,Vietnamese
22138,-uvwXYEJ2nSNSvYnk_GS1Q,Sonny Bowl,SW 3rd Ave & SW Washington St,Portland,97204,45.5195838,-122.6748057,4.5,,American (New)
22142,12IoMXKxPv30LN35U_DGRw,Ichidai Restaurant,5714 SE Powell Blvd,Portland,97206,45.4972866,-122.6035116,4.0,"Closed 7/1/19 through 7/18/19. 
4 stars hoping they're great when we try them later.",Japanese
22165,SKUxSni3RpktdICDmTqKxg,DEN,520 SW Broadway,Portland,97205,45.5203297,-122.6788138,4.0,,American (New)
22283,wPzUnWVsnBihKwPrqY579Q,La Tapatia Market,18330 SE Stark St,Portland,97233,45.5182151,-122.4743454,4.0,Bring cash for the pulga next door!,Mexican
22334,bjI535fegGdkPA1bqKyTKA,Marie's,8727 N Lombard St,Portland,97203,45.5910098,-122.7553806,3.5,,American (Traditional)
22389,hVTDl5p5tv483qyD25x17w,Toney Bento,1423 SE 37th Ave,Portland,97214,45.5124648,-122.626091,3.0,,Japanese
22403,mMBtXe2GRQmRDLnHy2aFlQ,Stanford's Jantzen Beach,12200 N Parker Ave,Portland,97217,45.611534074,-122.681366,3.5,The garlic cheese bread they serve with the salad is over the top and kind of gross. Hard pass for next time!,American (Traditional)
22416,TFAgn76LjgWoyESs14W0eQ,Taqueria 7 Estrellas,11945 SW Pacific Hwy,Tigard,97223,45.434298,-122.766906,4.0,Muy sabrosa comida mexicana. Recomendada,Mexican
22494,IKVAh3sHuSLNAB4i2RaV1w,Sandoval's Tequila Grill,1864 SE Hawthorne Blvd,Portland,97214,45.5120166,-122.646327,3.0,,American (Traditional)
22499,-mkS1HCyYAhst71zM60aZA,Yuki Japanese Restaurant,930 NW 23rd Ave,Portland,97210,45.5294826,-122.6984643,3.5,,Japanese
22514,0_1g3DSi_dg8qDBXl0UYYA,Costello's Travel Cafe,2222 NE Broadway St,Portland,97232,45.5347786,-122.64243,4.5,Friendly service. Appreciate the pointers. Great coffee.,American (Traditional)
22567,-UQ0x9Icw7M8uANgG5h6pA,McMenamins Mall 205 Pub,9710 SE Washington St.,Portland,97216,45.5179374,-122.5638816,2.5,Extremely rude service.,American (Traditional)
22636,qyxeb-o66wtaK8ZauyXMSg,Yalla,7850 SW Capitol Hwy,Portland,97219,45.4676487,-122.7137492,4.5,,Mediterranean
22637,0EnO-05uOK-b4O5HoJZX7Q,Boxer Bento,1025 SW Harvey Milk St,Portland,97205,45.5222933,-122.6816299,4.0,,Japanese
22735,4ZcW_kf37w0ur8QFmX5VRg,Teriyaki Bowl,3168 NW 185th Ave,Portland,97229,45.5430155,-122.8662812,4.0,II drive 30 minutes for their entrees. It's gear!,Japanese
22737,5Pbs2NEEaImU4cO9duvYYQ,Country Bill's Restaurant & Lounge,4415 SE Woodstock Blvd,Portland,97206,45.4793854,-122.6168139,3.0,,American (Traditional)
22792,4gKq_ydF-naD4wz2Mcgorg,Charley's On Grand,435 NE Wasco St,Portland,97232,45.5327439,-122.6611153,3.5,,American (New)
22798,gR7sKVdRNXEcNEAz0hkCMQ,Decarli,4545 SW Watson Ave,Beaverton,97005,45.486749,-122.806402,4.0,"If you like salt then be sure to order any one of the pasta dishes. If you don't like salt but are still going to order a pasta, be sure to have a pitcher of water nearby.",American (Traditional)
22865,WAUlzuTQ1pQOP6HnyC9l9A,Mi Mero Mole,5026 SE Division St,Portland,97206,45.5053055,-122.6105911,4.0,,Mexican
22908,ljDdPVffS7s3011qpgaj-w,Maple Leaf Restaurant,7129 SE Foster Rd,Portland,97206,45.4869001,-122.5895188,3.5,"Back open for outdoor seating as of January 16, 2021! They built a nice new patio.",Chinese
23008,78Gdq4rhx7LHRFO6f-WbsQ,El Jefe Taqueria & Mexican Grill,12025 SW Allen Blvd,Beaverton,97005,45.476773,-122.800621,4.5,Incredible!,Mexican
23017,uQqgBYDN-HjrKJNY0pa80Q,Chen's Dynasty Restaurant,4840 NW Bethany Blvd,Portland,97229,45.5556399099,-122.8346470534,3.0,,Chinese
23018,1tZcB0q0xcIhn9YWlu516w,Typhoon!,410 SW Broadway,Portland,97205,45.5210643,-122.6783495,3.5,,Thai
23056,iJdOaAbtvOOIC4IVoF6QLA,Izakaya Kaiten Sushi Restaurant,14605 SW Millikan Way,Beaverton,97005,45.4949393,-122.8280202,3.5,,Japanese
23070,6d3whKYZeqHWJph_FtzUPQ,Du's Teriyaki,9501 N Lombard St,Portland,97203,45.594773,-122.7592223,4.0,,Chinese
23096,uosexZjW8xEgBilQPFQDiQ,Bon Appetit,520 SW 4th Ave,Portland,97204,45.5194071,-122.675953,4.0,,Mediterranean
23217,dWuF7VxQF0R0BVTFHzBaHQ,23Hoyt,529 NW 23rd Ave,Portland,97210,45.5268288015,-122.6986800619,3.5,$2 mimosas here!! Such an incredible deal for Brunch in PDX.,American (Traditional)
23250,DLYRf-PPuO7SNvuydmAPBQ,Trees Restaurant and Catering,"1211 SW 5th Ave, Ste Ll2",Portland,97204,45.515219,-122.679949,3.0,,American (New)
23270,8yOpLa-3p0uYzTD6g1KX5Q,Mizu Sushi,1338 SW 3rd Ave,Portland,97201,45.5137909,-122.6776391,3.5,This place was awesome.,Japanese
23329,OCFkXgSqTPmSlg3Nr6OJQA,Sabor De Mexico,15710 NE Glisan St,Portland,97230,45.5264038865,-122.501305816,5.0,,Mexican
23375,KsW9Wsaaa5QxNHDxXIDxJA,Pho Hung,4717 SE Powell Blvd,Portland,97206,45.4977027804,-122.6138127138,4.0,I always know that I can count on Pho Hung for comfort and a delicious meal!,Vietnamese
23434,4R7Dd3sTzh1laeg76fKufQ,Sakura Chinese & Japanese Restaurant,"17691 SW Farmington Rd, Ste C",Beaverton,97007,45.479416,-122.859096,3.0,,Japanese
23478,qoPWAwq_4UCgQ5RJwMbHfw,Taqueiros Mexican Grill,"17218 SE Powell Blvd, Ste B",Portland,97236,45.4921764359,-122.4863561272,3.5,,Mexican
23550,z4Rus95P2glp8YMo42XD5A,Langbaan,6 SE 28th Ave,Portland,97214,45.5226928,-122.6371691,4.5,"Shit was bomb as fuck!!!!! Togo
And all",Thai
23669,bc3w64ePUXw0zAQpLXFNhg,Basil's Kitchen,14811 Kruse Oaks Dr,Lake Oswego,97035,45.4193168,-122.7414865,3.5,,Mediterranean
23800,vyY7pF-PZ-hiGqJNUvstVA,Flor de Guelaguetza,5211 NE 148th Ave,Portland,97230,45.5605789964,-122.51050964,4.0,,Mexican
23830,5saM-yL74Wft6M7GM9W2tQ,Palomino,1203 NW Glisan St,Portland,97209,45.5265394,-122.6829286,3.0,,American (New)
23844,jcFguai_S9kYYbP9lJ97MQ,Halibut's,2525 NE Alberta St,Portland,97211,45.5591764,-122.639349,3.5,,American (Traditional)
23857,ydUqtJe5ZrxCSveVne-sxw,Thirst Bistro,0315 SW Montgomery St,Portland,97201,45.5106835734,-122.6740251938,3.5,,American (Traditional)
23896,1BhQ1A480urS-MjTPGreew,Virginia Cafe,820 SW 10th Ave,Portland,97205,45.5189153,-122.6824999,3.5,,American (Traditional)
23900,bJg_8vuDsFzm_36gpGH-lQ,The Amigos Taqueria,1864 SE Hawthorne Blvd,Portland,97214,45.5120166,-122.646327,4.0,Deliciosa comida. Buen precio. Y mejor servicio,Mexican
23902,PdfWPHlX0dQYK1kMSYcxRw,SushiBen 2-go,2425 SE 26th Ave,Portland,97214,45.5050516,-122.6396608,4.0,,Japanese
23951,GVuTrJCIfl8kwlNnWdgaSw,El Sazon Mexican Food,11324 NW St Helens Rd,Portland,97231,45.6029014289,-122.7885097199,4.5,,Mexican
23966,4ygrj7RIIKfls09X3LN0tg,Upright Brewing,"240 N Broadway, Ste 2",Portland,97227,45.5347769275,-122.6682972908,4.5,,American (New)
23970,vYY9CAMgS2QZ2uAkKg8zEA,Deb's Blazin Grill,8145 SE 82nd Ave,Portland,97266,45.4635086,-122.5794524,3.5,,American (Traditional)
23993,GSXWrv67AHbx8X4ysXsG-Q,Luchador Bar & Lounge,4835 N Albina Ave,Portland,97217,45.5580381,-122.675244,4.0,,Mexican
24000,FgFSTYpCOseBYxAq4FY9Ag,K.A.C. Thai Fusion,710 SW 2nd Ave,Portland,97204,45.517864972699996,-122.674536109,3.5,,Thai
24041,oCp1v8dizmfB_13CVEUJXA,Thanh Thao,4005 SE Hawthorne Blvd,Portland,97214,45.512196,-122.6212835,3.5,,Vietnamese
24083,MzIrEXhiTALvtSfXOvheKA,Hot Pot 'n Sushi,10127 NE Cascades Pkwy,Portland,97220,45.5730768476,-122.5576400757,2.5,We love this place.,Japanese
24101,jKJ7zgb8epZmSFb3PSQvhQ,El Indio,11114 NE Halsey St,Portland,97220,45.5332859,-122.5481984,3.5,Great food!,Mexican
24181,4x998NTLjVrqCqHRyBKQJw,The Sandwich Club,4810 SW Western Ave,Beaverton,97005,45.48455,-122.782023,5.0,,American (Traditional)
24200,NWOhe4a3A_OTcxp-3Nc6Wg,Pause,5101 N Interstate Ave,Portland,97217,45.5599584,-122.6825667,3.5,,American (New)
24226,BQruX5uWv547nSFgy9H9Zw,Blueplate,308 SW Washington St,Portland,97204,45.5195692,-122.6752567,4.0,,American (Traditional)
